system,question,expected,answer,retrieved,precision,recall,f1,hit_at_1,hit_at_3,hit_at_5,retrieval_recall_at_5
bm25,Which scholarships are only for athletes from Mongolia?,,NONE,United Nations Fellowships; The Gates Scholarship; Swedish Institute Scholarships; Swiss Government Excellence Scholarships; NSF Graduate Research Fellowship Program,1.0,1.0,1.0,0,0,0,1.0
embedding,Which scholarships are available to Mongolian students?,Australia Awards; Chinese Government Scholarship; Swiss Government Excellence Scholarships; Türkiye Scholarships; Stipendium Hungaricum; Global Korea Scholarship; Fulbright U.S. Student Program; Erasmus Mundus Joint Master Degrees; Chevening Scholarship; MEXT Scholarship,AAUW International Fellowships; Australia Awards; DAAD Scholarships; Eiffel Excellence Scholarship Program; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships; Swiss Government Excellence Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships,Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships; Boren Awards; Swedish Institute Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships; Benjamin A. Gilman International Scholarship; Commonwealth Scholarship and Fellowship Plan; Marshall Scholarship; Churchill Scholarship; AAUW International Fellowships; Australia Awards; Fulbright U.S. Student Program; Eiffel Excellence Scholarship Program; DAAD Scholarships,0.3333333333333333,0.3,0.3157894736842105,1,1,1,0.2
embedding,Which scholarships can Mongolian students apply to in Japan?,JICA Scholarships; MEXT Scholarship; Asian Development Bank–Japan Scholarship Program,JICA Scholarships; Japan-IMF Scholarship Program for Asia; MEXT Scholarship,MEXT Scholarship; Japan-IMF Scholarship Program for Asia; Asian Development Bank–Japan Scholarship Program; Joint Japan/World Bank Graduate Scholarship Program; JICA Scholarships,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,1.0
embedding,Which scholarships can Mongolian students apply to in the UK?,Rhodes Scholarship; Chevening Scholarship; Gates Cambridge Scholarship,Chevening Scholarship; Rhodes Scholarship,Commonwealth Scholarship and Fellowship Plan; Chevening Scholarship; Churchill Scholarship; Marshall Scholarship; Rhodes Scholarship,1.0,0.6666666666666666,0.8,0,1,1,0.6666666666666666
embedding,Which scholarships can Mongolian students apply to in Australia?,Australia Awards,Australia Awards,Australia Awards; MEXT Scholarship; Erasmus Mundus Joint Master Degrees; Global Korea Scholarship; Government of Ireland International Education Scholarship,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships can Mongolian students apply to in South Korea?,Global Korea Scholarship,Global Korea Scholarship,Global Korea Scholarship; MEXT Scholarship; Chinese Government Scholarship; Schwarzman Scholars; Asian Development Bank–Japan Scholarship Program,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in Germany for Mongolian students?,DAAD Scholarships,DAAD Scholarships,DAAD Scholarships; Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; Stipendium Hungaricum; Swedish Institute Scholarships; United Nations Fellowships; Churchill Scholarship; The Gates Scholarship; Marshall Scholarship; Government of Ireland International Education Scholarship; Australia Awards; George J. Mitchell Scholarship; Boren Awards; Joint Japan/World Bank Graduate Scholarship Program,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in Hungary for Mongolian students?,Stipendium Hungaricum,Stipendium Hungaricum,Stipendium Hungaricum; Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; DAAD Scholarships; Swedish Institute Scholarships; United Nations Fellowships; The Gates Scholarship; Government of Ireland International Education Scholarship; Churchill Scholarship; Australia Awards; Marshall Scholarship; George J. Mitchell Scholarship; Boren Awards; AAUW International Fellowships,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in France for Mongolian students?,Eiffel Excellence Scholarship Program,Eiffel Excellence Scholarship Program,Eiffel Excellence Scholarship Program; Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Vanier Canada Graduate Scholarships; DAAD Scholarships; Stipendium Hungaricum; Swedish Institute Scholarships; United Nations Fellowships; Government of Ireland International Education Scholarship; Churchill Scholarship; The Gates Scholarship; Marshall Scholarship; Australia Awards; George J. Mitchell Scholarship; Boren Awards,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in Switzerland for Mongolian students?,Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; DAAD Scholarships; Stipendium Hungaricum; Swedish Institute Scholarships; United Nations Fellowships; The Gates Scholarship; Government of Ireland International Education Scholarship; Churchill Scholarship; Marshall Scholarship; Australia Awards; George J. Mitchell Scholarship; Boren Awards; AAUW International Fellowships,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are available in Turkey for Mongolian students?,Türkiye Scholarships,Türkiye Scholarships,Türkiye Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Chinese Government Scholarship; Japan-IMF Scholarship Program for Asia; Schwarzman Scholars; MEXT Scholarship; Global Korea Scholarship; Asian Development Bank–Japan Scholarship Program; ADB Internship Program; Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships; United Nations Fellowships; Government of Ireland International Education Scholarship; The Gates Scholarship,1.0,1.0,1.0,1,1,1,1.0
embedding,Which scholarships are fully funded for Mongolian students?,Australia Awards; Swiss Government Excellence Scholarships; Türkiye Scholarships; Stipendium Hungaricum; Global Korea Scholarship; Fulbright U.S. Student Program; Chevening Scholarship; MEXT Scholarship,Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships; Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Boren Awards; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees; The Gates Scholarship,0.3333333333333333,0.125,0.18181818181818182,1,1,1,0.125
embedding,Which scholarships require English proficiency for Mongolian students?,Australia Awards; Rhodes Scholarship; Fulbright U.S. Student Program; Gates Cambridge Scholarship; Chevening Scholarship,Australia Awards; Chevening Scholarship; Government of Ireland International Education Scholarship; Swedish Institute Scholarships,Commonwealth Scholarship and Fellowship Plan; Australia Awards; Government of Ireland International Education Scholarship; Chevening Scholarship; Swedish Institute Scholarships,0.5,0.4,0.4444444444444445,0,1,1,0.4
embedding,Which scholarships are master's programs for Mongolian students?,Australia Awards; Rhodes Scholarship; Gates Cambridge Scholarship; Erasmus Mundus Joint Master Degrees; Chevening Scholarship,Erasmus Mundus Joint Master Degrees; Joint Japan/World Bank Graduate Scholarship Program; Swedish Institute Scholarships,Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Joint Japan/World Bank Graduate Scholarship Program; Swedish Institute Scholarships; Commonwealth Scholarship and Fellowship Plan,0.3333333333333333,0.2,0.25,0,1,1,0.2
embedding,Which scholarships are PhD programs available to Mongolian students?,DAAD Scholarships; Vanier Canada Graduate Scholarships; Gates Cambridge Scholarship,Erasmus Mundus Joint Master Degrees; Gates Cambridge Scholarship; Global Korea Scholarship; Knight-Hennessy Scholars; Rhodes Scholarship; Swiss Government Excellence Scholarships; Vanier Canada Graduate Scholarships,Swiss Government Excellence Scholarships; Vanier Canada Graduate Scholarships; Commonwealth Scholarship and Fellowship Plan; DAAD Scholarships; Eiffel Excellence Scholarship Program; Government of Ireland International Education Scholarship; Chinese Government Scholarship; Knight-Hennessy Scholars; Global Korea Scholarship; NSF Graduate Research Fellowship Program; Stipendium Hungaricum; Gates Cambridge Scholarship; Rhodes Scholarship; Erasmus Mundus Joint Master Degrees; Boren Awards,0.2857142857142857,0.6666666666666666,0.4,0,1,1,0.6666666666666666
embedding,Which scholarships are in Asia and available to Mongolian students?,Global Korea Scholarship; Chinese Government Scholarship; MEXT Scholarship; Türkiye Scholarships,Asian Development Bank–Japan Scholarship Program; Australia Awards; Chinese Government Scholarship; Global Korea Scholarship; Japan-IMF Scholarship Program for Asia; Joint Japan/World Bank Graduate Scholarship Program; MEXT Scholarship; Schwarzman Scholars,Japan-IMF Scholarship Program for Asia; Asian Development Bank–Japan Scholarship Program; Joint Japan/World Bank Graduate Scholarship Program; Google Generation Scholarship; Global Korea Scholarship; Chinese Government Scholarship; Schwarzman Scholars; MEXT Scholarship; Türkiye Scholarships; ADB Internship Program; Swiss Government Excellence Scholarships; Churchill Scholarship; Australia Awards; Marshall Scholarship; AAUW International Fellowships,0.375,0.75,0.5,0,0,1,0.25
embedding,Which scholarships are offered in Europe to Mongolian students?,DAAD Scholarships; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees; Chevening Scholarship; Stipendium Hungaricum; Eiffel Excellence Scholarship Program,DAAD Scholarships; Eiffel Excellence Scholarship Program; Erasmus Mundus Joint Master Degrees; Stipendium Hungaricum,Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; DAAD Scholarships; Stipendium Hungaricum,1.0,0.6666666666666666,0.8,0,1,1,0.6666666666666666
embedding,Which scholarships are funded by governments and open to Mongolian students?,Australia Awards; Chinese Government Scholarship; Global Korea Scholarship; Fulbright U.S. Student Program; Chevening Scholarship; MEXT Scholarship,Australia Awards; Türkiye Scholarships,Swiss Government Excellence Scholarships; Australia Awards; Boren Awards; Fulbright U.S. Student Program; Türkiye Scholarships,0.5,0.16666666666666666,0.25,0,1,1,0.3333333333333333
embedding,Which scholarships support development or public policy for Mongolian students?,Joint Japan/World Bank Graduate Scholarship Program; Australia Awards; Asian Development Bank–Japan Scholarship Program,Australia Awards; DAAD Scholarships; Swedish Institute Scholarships,Swiss Government Excellence Scholarships; Commonwealth Scholarship and Fellowship Plan; Australia Awards; DAAD Scholarships; Swedish Institute Scholarships,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,0.3333333333333333
embedding,Which scholarships include leadership programs for Mongolian students?,Chevening Scholarship; Rotary Peace Fellowship; Schwarzman Scholars; Knight-Hennessy Scholars,Chevening Scholarship; Türkiye Scholarships,Boren Awards; Erasmus Mundus Joint Master Degrees; United Nations Fellowships; Chevening Scholarship; Türkiye Scholarships,0.5,0.25,0.3333333333333333,0,0,1,0.25
embedding,Which scholarships are university-based and open to Mongolian students?,Gates Cambridge Scholarship; Schwarzman Scholars; Knight-Hennessy Scholars,Australia Awards; Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Australia Awards; Erasmus Mundus Joint Master Degrees; Eiffel Excellence Scholarship Program; AAUW International Fellowships,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships do not require Japanese language for Mongolian students?,MEXT Scholarship,Asian Development Bank–Japan Scholarship Program; Japan-IMF Scholarship Program for Asia; Joint Japan/World Bank Graduate Scholarship Program,Japan-IMF Scholarship Program for Asia; MEXT Scholarship; JICA Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Asian Development Bank–Japan Scholarship Program,0.0,0.0,0.0,0,1,1,1.0
embedding,Which scholarships are partially funded for Mongolian students?,AAUW International Fellowships; Google Generation Scholarship,AAUW International Fellowships; Eiffel Excellence Scholarship Program; Government of Ireland International Education Scholarship,Boren Awards; Benjamin A. Gilman International Scholarship; Government of Ireland International Education Scholarship; Eiffel Excellence Scholarship Program; AAUW International Fellowships,0.3333333333333333,0.5,0.4,0,0,1,0.5
embedding,Which scholarships are international joint programs for Mongolian students?,Erasmus Mundus Joint Master Degrees,Erasmus Mundus Joint Master Degrees; Joint Japan/World Bank Graduate Scholarship Program,Swiss Government Excellence Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Erasmus Mundus Joint Master Degrees; Boren Awards; Swedish Institute Scholarships,0.5,1.0,0.6666666666666666,0,1,1,1.0
embedding,Which scholarships are short-term or fellowship programs for Mongolian students?,United Nations Fellowships; Rotary Peace Fellowship,United Nations Fellowships,Swiss Government Excellence Scholarships; Commonwealth Scholarship and Fellowship Plan; NSF Graduate Research Fellowship Program; AAUW International Fellowships; United Nations Fellowships,1.0,0.5,0.6666666666666666,0,0,1,0.5
embedding,Which scholarships focus on research degrees for Mongolian students?,DAAD Scholarships; Vanier Canada Graduate Scholarships,DAAD Scholarships; Swiss Government Excellence Scholarships; Türkiye Scholarships,Swiss Government Excellence Scholarships; Commonwealth Scholarship and Fellowship Plan; DAAD Scholarships; Erasmus Mundus Joint Master Degrees; Türkiye Scholarships,0.3333333333333333,0.5,0.4,0,1,1,0.5
embedding,Which fully funded master's scholarships are available to Mongolian students in the UK?,Rhodes Scholarship; Chevening Scholarship; Gates Cambridge Scholarship,Chevening Scholarship; Gates Cambridge Scholarship; Rhodes Scholarship,Chevening Scholarship; Churchill Scholarship; Marshall Scholarship; Commonwealth Scholarship and Fellowship Plan; Gates Cambridge Scholarship; Rhodes Scholarship; Knight-Hennessy Scholars; Erasmus Mundus Joint Master Degrees; George J. Mitchell Scholarship; Swiss Government Excellence Scholarships; Australia Awards; Global Korea Scholarship; Government of Ireland International Education Scholarship; Chinese Government Scholarship; Joint Japan/World Bank Graduate Scholarship Program,1.0,1.0,1.0,1,1,1,0.6666666666666666
embedding,Which scholarships are fully funded and available to Mongolian students in Japan?,MEXT Scholarship; Asian Development Bank–Japan Scholarship Program,JICA Scholarships; Japan-IMF Scholarship Program for Asia; MEXT Scholarship,Joint Japan/World Bank Graduate Scholarship Program; MEXT Scholarship; JICA Scholarships; Google Generation Scholarship; Japan-IMF Scholarship Program for Asia; Asian Development Bank–Japan Scholarship Program; Global Korea Scholarship; Chinese Government Scholarship; Schwarzman Scholars; Türkiye Scholarships; Swiss Government Excellence Scholarships; Churchill Scholarship; New Zealand Scholarships; Australia Awards; Commonwealth Scholarship and Fellowship Plan,0.3333333333333333,0.5,0.4,0,1,1,0.5
embedding,Which scholarships require work experience for Mongolian students?,Chevening Scholarship; Joint Japan/World Bank Graduate Scholarship Program; Fulbright U.S. Student Program; Australia Awards,NONE,Australia Awards; Swedish Institute Scholarships; Joint Japan/World Bank Graduate Scholarship Program; ADB Internship Program; Swiss Government Excellence Scholarships,0.0,0.0,0.0,1,1,1,0.5
embedding,Which scholarships are fully funded and available to Mongolian students in Europe?,Chevening Scholarship; Stipendium Hungaricum; Gates Cambridge Scholarship; Erasmus Mundus Joint Master Degrees,Erasmus Mundus Joint Master Degrees; Stipendium Hungaricum; Swedish Institute Scholarships,Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; DAAD Scholarships; Eiffel Excellence Scholarship Program; Chevening Scholarship; Stipendium Hungaricum; Churchill Scholarship; Swedish Institute Scholarships; Global Korea Scholarship; Marshall Scholarship; Government of Ireland International Education Scholarship; Chinese Government Scholarship; Knight-Hennessy Scholars; Commonwealth Scholarship and Fellowship Plan; Benjamin A. Gilman International Scholarship,0.6666666666666666,0.5,0.5714285714285715,0,1,1,0.5
embedding,Which scholarships are fully funded and require English for Mongolian students?,Australia Awards; Rhodes Scholarship; Fulbright U.S. Student Program; Gates Cambridge Scholarship; Chevening Scholarship,Chevening Scholarship; Swiss Government Excellence Scholarships,Chevening Scholarship; The Gates Scholarship; Churchill Scholarship; Swiss Government Excellence Scholarships; Marshall Scholarship,0.5,0.2,0.28571428571428575,1,1,1,0.2
embedding,Which scholarships are fully funded and located in Asia for Mongolian students?,Global Korea Scholarship; Chinese Government Scholarship; MEXT Scholarship; Türkiye Scholarships,Chinese Government Scholarship; Japan-IMF Scholarship Program for Asia,Google Generation Scholarship; ADB Internship Program; Japan-IMF Scholarship Program for Asia; Joint Japan/World Bank Graduate Scholarship Program; Chinese Government Scholarship,0.5,0.25,0.3333333333333333,0,0,1,0.25
embedding,Which scholarships are fully funded and require work experience for Mongolian students?,Chevening Scholarship; Fulbright U.S. Student Program; Australia Awards,NONE,ADB Internship Program; Australia Awards; Swedish Institute Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Swiss Government Excellence Scholarships,0.0,0.0,0.0,0,1,1,0.3333333333333333
embedding,Which scholarships are for development-related master's programs for Mongolian students?,Joint Japan/World Bank Graduate Scholarship Program; Australia Awards; Asian Development Bank–Japan Scholarship Program,Joint Japan/World Bank Graduate Scholarship Program,Swiss Government Excellence Scholarships; Erasmus Mundus Joint Master Degrees; Joint Japan/World Bank Graduate Scholarship Program; Swedish Institute Scholarships; DAAD Scholarships,1.0,0.3333333333333333,0.5,0,1,1,0.3333333333333333
embedding,Which scholarships are leadership-focused and fully funded for Mongolian students?,Chevening Scholarship; Schwarzman Scholars; Knight-Hennessy Scholars,Chevening Scholarship; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships,Chevening Scholarship; Swiss Government Excellence Scholarships; Boren Awards; Erasmus Mundus Joint Master Degrees; Swedish Institute Scholarships,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,1,0.3333333333333333
embedding,Which scholarships are fully funded PhD opportunities for Mongolian students?,DAAD Scholarships; Vanier Canada Graduate Scholarships; Gates Cambridge Scholarship,NONE,Chevening Scholarship; Swiss Government Excellence Scholarships; Türkiye Scholarships; Commonwealth Scholarship and Fellowship Plan; DAAD Scholarships,0.0,0.0,0.0,0,0,1,0.3333333333333333
embedding,Which scholarships involve multiple universities or countries and are open to Mongolian students?,Erasmus Mundus Joint Master Degrees,Chinese Government Scholarship; Global Korea Scholarship; Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Chinese Government Scholarship; Global Korea Scholarship; Commonwealth Scholarship and Fellowship Plan; Benjamin A. Gilman International Scholarship,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships require both English and work experience for Mongolian students?,Chevening Scholarship; Fulbright U.S. Student Program; Australia Awards,NONE,Australia Awards; Swedish Institute Scholarships; Joint Japan/World Bank Graduate Scholarship Program; Fulbright U.S. Student Program; Commonwealth Scholarship and Fellowship Plan,0.0,0.0,0.0,1,1,1,0.6666666666666666
embedding,Which scholarships are fully funded but may have strict eligibility requirements for Mongolian students?,Rhodes Scholarship; Gates Cambridge Scholarship; Schwarzman Scholars,Australia Awards; Chinese Government Scholarship,Swiss Government Excellence Scholarships; Chinese Government Scholarship; Benjamin A. Gilman International Scholarship; Swedish Institute Scholarships; Australia Awards,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships combine funding and leadership development for Mongolian students?,Chevening Scholarship; Schwarzman Scholars; Knight-Hennessy Scholars,Australia Awards; Chevening Scholarship; Knight-Hennessy Scholars,Knight-Hennessy Scholars; Boren Awards; Australia Awards; United Nations Fellowships; Chevening Scholarship,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,1,1,0.6666666666666666
embedding,Which scholarships are fully funded and competitive for top students from Mongolia?,Rhodes Scholarship; Gates Cambridge Scholarship; Schwarzman Scholars,New Zealand Scholarships; Swedish Institute Scholarships; Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Commonwealth Scholarship and Fellowship Plan; Swedish Institute Scholarships; New Zealand Scholarships; Eiffel Excellence Scholarship Program,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships are NOT available to Mongolian students?,Boren Awards; George J. Mitchell Scholarship; Churchill Scholarship; Marshall Scholarship; Benjamin A. Gilman International Scholarship,Benjamin A. Gilman International Scholarship; Boren Awards; Churchill Scholarship; Fulbright U.S. Student Program; George J. Mitchell Scholarship; Marshall Scholarship; The Gates Scholarship,Boren Awards; Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships; Benjamin A. Gilman International Scholarship; Marshall Scholarship; Churchill Scholarship; Commonwealth Scholarship and Fellowship Plan; AAUW International Fellowships; Fulbright U.S. Student Program; Eiffel Excellence Scholarship Program; Swedish Institute Scholarships; George J. Mitchell Scholarship; United Nations Fellowships; The Gates Scholarship; Australia Awards,0.7142857142857143,1.0,0.8333333333333333,1,1,1,0.6
embedding,Which scholarships have conditional eligibility for Mongolian students?,Rhodes Scholarship; The Gates Scholarship; Mastercard Foundation Scholars Program; NSF Graduate Research Fellowship Program,Chinese Government Scholarship; New Zealand Scholarships; Swiss Government Excellence Scholarships; The Gates Scholarship; Türkiye Scholarships,Swiss Government Excellence Scholarships; New Zealand Scholarships; Türkiye Scholarships; Chinese Government Scholarship; The Gates Scholarship,0.2,0.25,0.22222222222222224,0,0,1,0.25
embedding,Which scholarships require checking eligibility for Mongolian applicants?,Rhodes Scholarship; New Zealand Scholarships; Mastercard Foundation Scholars Program; JICA Scholarships,AAUW International Fellowships; ADB Internship Program; Asian Development Bank–Japan Scholarship Program; Benjamin A. Gilman International Scholarship; Boren Awards; Churchill Scholarship; Commonwealth Scholarship and Fellowship Plan; DAAD Scholarships; Eiffel Excellence Scholarship Program; Fulbright U.S. Student Program; Gates Cambridge Scholarship; George J. Mitchell Scholarship; Global Korea Scholarship; Google Generation Scholarship; JICA Scholarships; Japan-IMF Scholarship Program for Asia; Joint Japan/World Bank Graduate Scholarship Program; Knight-Hennessy Scholars; MEXT Scholarship; Marshall Scholarship; Mastercard Foundation Scholars Program; NSF Graduate Research Fellowship Program; New Zealand Scholarships; Orange Knowledge Programme; Rhodes Scholarship; Rotary Peace Fellowship; Schwarzman Scholars; Stipendium Hungaricum; The Gates Scholarship; Türkiye Scholarships; United Nations Fellowships; Vanier Canada Graduate Scholarships,Swiss Government Excellence Scholarships; Australia Awards; Chevening Scholarship; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees,0.125,1.0,0.2222222222222222,0,0,0,0.0
embedding,Which scholarships are likely but not guaranteed for Mongolian students?,DAAD Scholarships; Orange Knowledge Programme; Erasmus Mundus Joint Master Degrees,AAUW International Fellowships; Swiss Government Excellence Scholarships,Swiss Government Excellence Scholarships; Benjamin A. Gilman International Scholarship; Marshall Scholarship; Boren Awards; AAUW International Fellowships,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships are restricted by citizenship and exclude Mongolian applicants?,Churchill Scholarship; Marshall Scholarship; George J. Mitchell Scholarship,Benjamin A. Gilman International Scholarship; Boren Awards; Marshall Scholarship; The Gates Scholarship,Swiss Government Excellence Scholarships; The Gates Scholarship; Marshall Scholarship; Benjamin A. Gilman International Scholarship; Boren Awards,0.25,0.3333333333333333,0.28571428571428575,0,1,1,0.3333333333333333
embedding,Which scholarships depend on partner universities for Mongolian students?,Mastercard Foundation Scholars Program; Erasmus Mundus Joint Master Degrees,Erasmus Mundus Joint Master Degrees; Stipendium Hungaricum,Swiss Government Excellence Scholarships; Commonwealth Scholarship and Fellowship Plan; Erasmus Mundus Joint Master Degrees; Stipendium Hungaricum; Boren Awards,0.5,0.5,0.5,0,1,1,0.5
embedding,Which scholarships are not fully funded for Mongolian students?,AAUW International Fellowships; Eiffel Excellence Scholarship Program; Google Generation Scholarship,Benjamin A. Gilman International Scholarship; Boren Awards,Boren Awards; The Gates Scholarship; Swiss Government Excellence Scholarships; Benjamin A. Gilman International Scholarship; Churchill Scholarship,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships provide only partial funding for Mongolian students?,AAUW International Fellowships; Google Generation Scholarship,AAUW International Fellowships; Government of Ireland International Education Scholarship; Stipendium Hungaricum,Boren Awards; Government of Ireland International Education Scholarship; AAUW International Fellowships; Benjamin A. Gilman International Scholarship; Stipendium Hungaricum,0.3333333333333333,0.5,0.4,0,1,1,0.5
embedding,Which scholarships require nomination or government selection for Mongolian students?,JICA Scholarships; Joint Japan/World Bank Graduate Scholarship Program,NONE,Swiss Government Excellence Scholarships; United Nations Fellowships; Government of Ireland International Education Scholarship; Chinese Government Scholarship; Commonwealth Scholarship and Fellowship Plan,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships should Mongolian students verify before applying?,Rhodes Scholarship; Mastercard Foundation Scholars Program; New Zealand Scholarships; JICA Scholarships,Chevening Scholarship; Erasmus Mundus Joint Master Degrees; Government of Ireland International Education Scholarship; Swedish Institute Scholarships,Commonwealth Scholarship and Fellowship Plan; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees; Government of Ireland International Education Scholarship; Chevening Scholarship,0.0,0.0,0.0,0,0,0,0.0
embedding,Which scholarships are for Mongolian high school students only?,,NONE,The Gates Scholarship; Chinese Government Scholarship; Benjamin A. Gilman International Scholarship; Boren Awards; Erasmus Mundus Joint Master Degrees,1.0,1.0,1.0,0,0,0,1.0
embedding,Which scholarships require no degree at all?,,NONE,Churchill Scholarship; Marshall Scholarship; Swiss Government Excellence Scholarships; Australia Awards; Erasmus Mundus Joint Master Degrees,1.0,1.0,1.0,0,0,0,1.0
embedding,Which scholarships are fully funded in Antarctica?,,NONE,Chevening Scholarship; Google Generation Scholarship; Swedish Institute Scholarships; Erasmus Mundus Joint Master Degrees; Swiss Government Excellence Scholarships,1.0,1.0,1.0,0,0,0,1.0
embedding,Which scholarships are only for Mongolian domestic study?,,NONE,Swiss Government Excellence Scholarships; The Gates Scholarship; Boren Awards; NSF Graduate Research Fellowship Program; Swedish Institute Scholarships,1.0,1.0,1.0,0,0,0,1.0
